word,sum of current price,occurence
肩負起,123000,1
血腥,123000,1
擺好,123000,1
碳黑款,677650,1
内袋,677650,1
洩氣,677650,1
霧白款,677650,1
充氣孔,677650,1
墜落,677650,1
内容物,677650,1
完整,677650,1
內壓,677650,1
抗折,677650,1
輕辦,677650,1
摺傘,677650,1
霓虹金,677650,1
飆高,677650,1
氣墊内壓,677650,1
洩氣閥,677650,1
吹溫,677650,1
刀刺,677650,1
包包内,677650,1
好睡,677650,1
摔不起,677650,1
背霓,677650,1
虹金,677650,1
一氣之變,677650,1
萬形,677650,1
擡頭,677650,1
在所難免,677650,1
新北樹林,23970,1
反銷,23970,1
咸德,23970,1
黑氮化錄,23970,1
送審,23970,1
佔滿,23970,1
輸給,23970,1
取得,23970,1
口罩線,31660,1
一般款,31660,1
口罩繩,31660,1
加大款,31660,1
減壓器,31660,1
罩繩,31660,1
勾法,31660,1
奇奇,31660,1
緊度,31660,1
眼鏡架,31660,1
剪短,31660,1
翻蓋式,31660,1
大數,31660,1
收納卡,31660,1
材料店,31660,1
迷彩色,31660,1
打上,31660,1
隨機色,31660,1
口草,31660,1
戴護,31660,1
頸式,31660,1
魔鬼沾式,31660,1
收納卡扣,31660,1
頸戴式,31660,1
口事,31660,1
外挂,31660,1
入勾法,31660,1
弄丢,31660,1
歌泡棉,31660,1
低調款,31660,1
跳色款,31660,1
特製款,31660,1
溫柔粉,31660,1
还彩,31660,1
外扑,31660,1
結痂,31660,1
綁緊,31660,1
如初,31660,1
水亮,32000,1
多酚,32000,1
保溼,32000,1
真柏,32000,1
銀柏,32000,1
混合性,32000,1
伊蘭,32000,1
保留住,32000,1
玉蘭純露,32000,1
蒸餾出,32000,1
伊蘭伊蘭,32000,1
玉蘭,32000,1
抗氧化,32000,1
金融業,32000,1
相近,32000,1
使用完,32000,1
花草,32000,1
原物料,32000,1
少女會,32000,1
作農,32000,1
憤慨,32000,1
清爽系,32000,1
香精太香,32000,1
薑科,32000,1
象草,536128,1
博爾加坦加,536128,1
扇柄,536128,1
迦納,536128,1
草扇,536128,1
象草扇,536128,1
編織品,536128,1
弗拉人,536128,1
貧瘠,536128,1
草香,536128,1
常會,536128,1
梗枝,536128,1
象草梗,536128,1
漫威,536128,1
布吉納法索,536128,1
布吉納,536128,1
籃子,536128,1
草編,536128,1
馬利班巴拉人,536128,1
編織象草扇,536128,1
編織扇,536128,1
別居,536128,1
熱門品,536128,1
用象草,536128,1
瓦干達,536128,1
起於,536128,1
蔓生,536128,1
狗尾草,536128,1
尖長,536128,1
穗狀,536128,1
圓錐,536128,1
漫生,536128,1
家畜,536128,1
花材,536128,1
大飽,536128,1
口福,536128,1
隅象草,536128,1
圓屋,536128,1
築成,536128,1
黑三色,536128,1
塗繪,536128,1
弗拉語,536128,1
重鎮,536128,1
家屋,536128,1
晴噴,11490,1
雙人行,11490,1
裝取,11490,1
拖運,11490,1
隱藏袋,11490,1
常用物,11490,1
黑材質,11490,1
靛藍,11490,1
消光藍,11490,1
單人行,11490,1
富聖,11490,1
防盜環,11490,1
隔層袋,11490,1
防盗環,11490,1
雙肩帶,11490,1
調快,11490,1
聚質,11490,1
背包套,11490,1
防路,11490,1
對開式,11490,1
柔和感,11490,1
固定環,11490,1
多隔層,11490,1
點半,11490,1
美和,7000,1
交流處,7000,1
奉准,7000,1
外籍生,7000,1
活體,7000,1
長庚,7000,1
引子,7000,1
顏宏愷,7000,1
姊妹校,7000,1
小知識,7000,1
護理科,7000,1
二專,7000,1
入學,7000,1
角剧,7000,1
長慶,7000,1
台商,7000,1
友誼,7000,1
出擊,7000,1
建立起,7000,1
電子報,7000,1
中獎,56320,1
憑單,56320,1
奧納德,56320,1
柳橙,56320,1
薑柳橙,56320,1
接骨,56320,1
果味,56320,1
大麥,56320,1
百絲麗,56320,1
逆齡,56320,1
中獎稅,56320,1
繳交,56320,1
扣繳,56320,1
中獎人,56320,1
參加人,56320,1
博寧,56320,1
製給,56320,1
台端,56320,1
籽粒,56320,1
葡萄糖酸,56320,1
神清氣爽,56320,1
監護人,56320,1
設於,56320,1
報稅,56320,1
生薑,56320,1
釀造,56320,1
洗毛水,62572,1
洗毛,62572,1
噴泡,62572,1
肌犬,62572,1
植物系,62572,1
水感,62572,1
溫和度,62572,1
遛寵包,62572,1
領結,62572,1
抓著,62572,1
滲透度,62572,1
雪絨花,62572,1
肌犬貓用,62572,1
貓類,62572,1
含具,62572,1
毛精,62572,1
防護層,62572,1
本成,62572,1
全效,62572,1
流入,62572,1
中毒,62572,1
溝通師,62572,1
抓緊張,62572,1
改良為,62572,1
變快,62572,1
噴力,62572,1
甩掉,62572,1
水感狀,62572,1
狗用,62572,1
皂鹼,62572,1
健康肌,62572,1
澎鬆,62572,1
維持好,62572,1
肌想,62572,1
脱毛,62572,1
紅毛,62572,1
猩猩,62572,1
穿口,86310,1
配偶,86310,1
資料卡,86310,1
支撐墊,86310,1
男鞋,86310,1
童鞋,86310,1
填完,86310,1
口男,86310,1
回女,86310,1
女鞋,86310,1
赠品,86310,1
元口,86310,1
痛症,86310,1
填表,86310,1
鞋品,86310,1
彎折性,86310,1
男口,86310,1
口女鞋,86310,1
口童鞋,86310,1
原鞋墊,86310,1
體品,86310,1
丈量,86310,1
四十,86310,1
接受,86310,1
腳裸,86310,1
軟底鞋,86310,1
軟鞋墊,86310,1
腰痛,86310,1
足根,86310,1
內傾,86310,1
標簽,86310,1
步姿,86310,1
微少,86310,1
牛皮面,86310,1
耐走,86310,1
鬱問,86310,1
火舞,252032,1
鬥燄,252032,1
火舞團,252032,1
成真,252032,1
弄鐃,252032,1
蔡宏毅,252032,1
一二,252032,1
舞者,252032,1
講堂,252032,1
國際型,252032,1
包容性,252032,1
央視,252032,1
春晚,252032,1
火舞節,252032,1
大舞,252032,1
火神,252032,1
賽評,252032,1
童玩,252032,1
閉幕,252032,1
矚目,252032,1
遙遠,252032,1
造就,252032,1
亡者,252032,1
喪親,252032,1
童軍,252032,1
迎新,252032,1
床巾,113380,1
枕巾,113380,1
扣耳,113380,1
被套,113380,1
豆沙粉,113380,1
秒換,113380,1
尊爵灰,113380,1
冰川藍,113380,1
縮率,113380,1
香芋粉,113380,1
搬床,113380,1
超高側,113380,1
面皰,113380,1
展示令,113380,1
芋粉,113380,1
特大,113380,1
銀灰,113380,1
配套,113380,1
絲滑,113380,1
拉枕巾,113380,1
塞枕套,113380,1
神乎其技,113380,1
礙事,113380,1
瞎忙,113380,1
拉給,113380,1
四合織,113380,1
帶扣,113380,1
告誡,113380,1
潛藏性,113380,1
親膚體感,113380,1
長纖,113380,1
波波里奧,113380,1
名叫做,113380,1
十幾二十,113380,1
小意思,113380,1
懒人,113380,1
吸磁式,113380,1
扣床,113380,1
驚奇組,88200,1
興趣班,88200,1
海盜組,88200,1
派送,88200,1
縱橫,88200,1
科創,88200,1
填鴨,88200,1
上膜,88200,1
蕭勻,88200,1
小工,88200,1
海盜,88200,1
美勞,88200,1
無邊際,88200,1
精裝盒,88200,1
起跑點,88200,1
賽跑,88200,1
創會,88200,1
中小學,88200,1
千里,88200,1
摘要,88200,1
樂活,88200,1
生活化,88200,1
空氣鍋,971800,1
空氣層,971800,1
湯鍋,971800,1
下鍋,971800,1
退冰,971800,1
顧火,971800,1
鍋底,971800,1
氧化鋁,971800,1
調節閥,971800,1
冒湯,971800,1
弄熄,971800,1
黏住,971800,1
電子鍋,971800,1
粉塵量,971800,1
倍重,971800,1
煮粥,971800,1
煮到,971800,1
炒鍋,971800,1
小火,971800,1
受熱,971800,1
少油,971800,1
煮水,971800,1
受損,971800,1
測得,971800,1
幫推,52700,1
推包,52700,1
列席,52700,1
勝果,52700,1
三井,52700,1
沿線,52700,1
使用費,52700,1
出席費,52700,1
效益,52700,1
免稅,52700,1
電子幫,52700,1
租借費,52700,1
解鎖線,52700,1
交通局,52700,1
發展局,52700,1
與會者,52700,1
王儷潔,52700,1
林志學,52700,1
張勝雄,52700,1
黃瑞茂,52700,1
黃建興,52700,1
濮大威,52700,1
利弊,52700,1
保險費,52700,1
調度,52700,1
利害,52700,1
耗材費,52700,1
交通部,52700,1
走下去,52700,1
民意,52700,1
邀請函,52700,1
棉頭,1873852,1
膠棉頭,1873852,1
解鎖鍵,1873852,1
膠棉,1873852,1
霉凝膠,1873852,1
深溝槽,1873852,1
淺溝槽,1873852,1
拖把桿,1873852,1
桶蓋,1873852,1
增厚,1873852,1
拖起,1873852,1
單槽,1873852,1
拖頭,1873852,1
外推,1873852,1
去霉,1873852,1
惱人,1873852,1
溼答答,1873852,1
用力,1873852,1
軍艦,10412584,1
裝備組,10412584,1
閉鎖,10412584,1
折鞋跟,10412584,1
延續性,10412584,1
探險價,10412584,1
登山鞋,10412584,1
歐元,10412584,1
拓荒,10412584,1
滑鞋,10412584,1
溪鞋,10412584,1
好看到,10412584,1
超迅速,10412584,1
溯溪,10412584,1
吸收住,10412584,1
解織品,10412584,1
沸石,10412584,1
背來背去,10412584,1
塑膠罐,10412584,1
鞋隨,10412584,1
懶人鞋,10412584,1
收摺成,10412584,1
多過於,10412584,1
加拉帕戈斯,10412584,1
旅游,10412584,1
捫心自問,10412584,1
九月份,10412584,1
腳氣,10412584,1
前置袋,10412584,1
蜜月,10412584,1
製作給,193399,1
天然菌群,193399,1
改性,193399,1
精漂,193399,1
白劑,193399,1
密實袋,193399,1
擱閣置,193399,1
人們門,193399,1
消毒層,193399,1
含濾芯,193399,1
氯化銀,193399,1
潛水布,193399,1
明智,193399,1
毎日,193399,1
讓給,193399,1
一次,193399,1
關鍵性,193399,1
聯智,193399,1
疏離,193399,1
阻斷,193399,1
分解成,193399,1
仁愛路,193399,1
製圖,193399,1
收納好,193399,1
動療,443200,1
動量,443200,1
氣壯,443200,1
搖動,443200,1
經絡,443200,1
武醫,443200,1
太極氣壯,443200,1
武當,443200,1
微磁場,443200,1
林俊熙,443200,1
種益處,443200,1
動禪,443200,1
分球,443200,1
鍛練,443200,1
氣血,443200,1
打氣筒,443200,1
疏通,443200,1
校準,443200,1
荷爾蒙,443200,1
體會,443200,1
美妙,443200,1
瘋迷,443200,1
功法,443200,1
流連忘返,443200,1
新時尚,443200,1
寧靜下來,443200,1
極緻,443200,1
粒綱珠,443200,1
回旋,443200,1
借力,443200,1
打力,443200,1
執行官,443200,1
三丰派,443200,1
震頻,443200,1
心身,443200,1
高燒耗,443200,1
心療,443200,1
杏合,2685,1
真圖,2685,1
減壓帶,2685,1
募款到,2685,1
杏合生,2685,1
醫官網,2685,1
白衣,2685,1
醫療器村,2685,1
優良製,2685,1
迪经明書,2685,1
製造庫,2685,1
合生醫,2685,1
展份,2685,1
地成,2685,1
株區,2685,1
中海,2685,1
登制號,2685,1
年长,2685,1
名科,2685,1
需求量,2685,1
偌大,2685,1
廠房,2685,1
新冠,2685,1
理由,2685,1
國內外,2685,1
工具袋,4393420,1
工作梯,4393420,1
置放區,4393420,1
稱羨,4393420,1
林立青,4393420,1
邱正雄,4393420,1
防泥巴,4393420,1
歇歇,4393420,1
制定出,4393420,1
載好,4393420,1
裝給,4393420,1
底殼,4393420,1
難壞,4393420,1
超高耐,4393420,1
障礙賽,4393420,1
操練,4393420,1
鴉片,4393420,1
越野地,4393420,1
置放袋,4393420,1
积裝,4393420,1
選能,4393420,1
防冰,4393420,1
八防,4393420,1
用财,4393420,1
用滿,4393420,1
泥地,4393420,1
維修式,4393420,1
截重,4393420,1
路亞,4393420,1
皮箱,4393420,1
消消署,4393420,1
電器行,4393420,1
盧清,4393420,1
清水室,4393420,1
要措,4393420,1
輕輕鬆,4393420,1
上山下海,4393420,1
試成,4393420,1
拼湊成,4393420,1
收納術,4393420,1
水坑,4393420,1
水表布,4393420,1
全副武裝,4393420,1
造假,4393420,1
吸塑,405670,1
美耐皿,405670,1
整線袋,405670,1
中纖板,405670,1
電腦桌,405670,1
增購,405670,1
布料袋,405670,1
耳機架,405670,1
掛架,405670,1
心目中,405670,1
佈置出,405670,1
預埋,405670,1
開合式,405670,1
中塔式,405670,1
線框,405670,1
夾桌式,405670,1
焊接處,405670,1
桌沿,405670,1
工藝會,405670,1
桌沿包,405670,1
手靠,405670,1
高密度板,405670,1
靜力學,405670,1
含線槽,405670,1
表面處,405670,1
布載,405670,1
十字起子,405670,1
等長,405670,1
辦公家,405670,1
各式各樣,405670,1
置物盒,405670,1
水冷,405670,1
裂縫,405670,1
斷面,405670,1
發售,405670,1
安裝好,405670,1
機箱,405670,1
須眉,422857,1
消毒器,422857,1
美妝蛋,422857,1
烘乾燈,422857,1
本检验报,422857,1
天津,422857,1
變壓,422857,1
检验报,422857,1
消市,422857,1
技本规,422857,1
技术苗,422857,1
打擾,422857,1
繁殖力,422857,1
重复,422857,1
恆定,422857,1
中科,422857,1
承保,422857,1
表明,422857,1
巡守隊,157430,1
棲地,157430,1
巡守,157430,1
燙貼,157430,1
路殺,157430,1
圍網,157430,1
雞舍,157430,1
獸鋏,157430,1
收納盤,157430,1
出沒,157430,1
特生,157430,1
傳玻,157430,1
墜鍊,157430,1
金水,157430,1
雞農,157430,1
群殺,157430,1
淺山,157430,1
家禽,157430,1
告示牌,157430,1
陳佑瑄,157430,1
謝明希,157430,1
台科,157430,1
白鋼,157430,1
可疑,157430,1
馬路,157430,1
胚布,157430,1
軍團,157430,1
瀕臨,157430,1
生生不息,157430,1
拍拍尺,4118897,1
沙拉夾,4118897,1
隨時袋,4118897,1
泰維克,4118897,1
沾桌,4118897,1
筆夾式,4118897,1
簡黑,4118897,1
達令,4118897,1
採買,4118897,1
餐墊,4118897,1
重塑,4118897,1
變穿,4118897,1
熱品,4118897,1
櫃子架,4118897,1
親膚級,4118897,1
袋提,4118897,1
裝帶,4118897,1
時微,4118897,1
仰起,4118897,1
汙袋體,4118897,1
走都,4118897,1
標下單,4118897,1
白折疊杯,4118897,1
杯架組,4118897,1
折疊杯架組,4118897,1
蒸食袋,4118897,1
落星,4118897,1
國際街,2000,1
舞節,2000,1
紫黑,2000,1
露肩,2000,1
小可愛,2000,1
籌備,2000,1
集結,2000,1
舞圈,2000,1
了一起,2000,1
兼差,2000,1
招邀,2000,1
街界,2000,1
方量,2000,1
編髮,2000,1
國国,2000,1
修身褲,2000,1
加厚襪,2000,1
黑橋,2000,1
藍選,2000,1
成發,2000,1
褲檔長,2000,1
管長,2000,1
寶助,2000,1
臺灣街,2000,1
點起,2000,1
國高中,2000,1
吃緊,2000,1
高中職,2000,1
常態性,2000,1
潮流帽,2000,1
專款,2000,1
攤商,2000,1
風機,903155,1
隨心換色,903155,1
土市,903155,1
尚越,903155,1
士市,903155,1
分期付款,903155,1
落塵,903155,1
低噪音,903155,1
撥打,903155,1
居多,903155,1
數萬,903155,1
電池芯,395821,1
浴光,395821,1
理論值,395821,1
電充進,395821,1
神子,395821,1
金馬車,395821,1
科技戰將,395821,1
相接,395821,1
影相,395821,1
止息,395821,1
接腳,395821,1
拆修,395821,1
燒機,395821,1
走偏,395821,1
交完,395821,1
解電池,395821,1
記型,395821,1
翻體,395821,1
光療燈,395821,1
磨甲機,395821,1
露營燈,395821,1
心有餘力,395821,1
黛灰藍,395821,1
小常調,395821,1
基長,395821,1
書命,395821,1
書量,395821,1
備援,395821,1
熱敏,395821,1
初心,395821,1
誕生地,395821,1
北海道,719866,1
干貝,719866,1
漁連,719866,1
干貝乾,719866,1
起士,719866,1
鱈魚條,719866,1
食軟,719866,1
鄂霍次克海,719866,1
包將,719866,1
帆立,719866,1
撈捕,719866,1
帆立貝,719866,1
貝用,719866,1
夾入,719866,1
燒味,719866,1
烤製,719866,1
煙燻味,719866,1
浸漬,719866,1
碎貝,719866,1
雪蟹,719866,1
漁獲,719866,1
破碎,719866,1
靠天,719866,1
養老院,719866,1
燒製成,719866,1
愛北海道,719866,1
瘋普雷,719866,1
凱子,719866,1
安蹄,719866,1
主誌,719866,1
黃晴渝,719866,1
大減,719866,1
空城,719866,1
航班,719866,1
良柱,719866,1
清焼寺,719866,1
風立,719866,1
海豹,6313,1
亞麻,6313,1
融爐,6313,1
套裝價,6313,1
麻布色,6313,1
對苯二甲酸乙二醇酯,6313,1
衣用,6313,1
聚酯紗,6313,1
侵襲到,6313,1
尼龍網,6313,1
箝制,6313,1
流回,6313,1
干係,6313,1
海豹款,6313,1
海龜款,6313,1
鯨魚款,6313,1
貝福倍福,6313,1
回收量,6313,1
微塑料,6313,1
斜線,6313,1
無限量,6313,1
反撲,6313,1
怒吼,6313,1
回收率,6313,1
海灘,6313,1
驅使,6313,1
爵靜,223410,1
廣鼎,223410,1
爵静,223410,1
釹鐵硼,223410,1
嘈雜,223410,1
品質類,223410,1
記憶型,223410,1
壓耳,223410,1
大耳罩,223410,1
超柔軟,223410,1
類蛋白,223410,1
附夾層,223410,1
降噪頭,223410,1
戴耳麥,223410,1
耳罩式,223410,1
柔情萬種,223410,1
占用,223410,1
鐵硼,223410,1
戴耳機,223410,1
搖滾樂,223410,1
游刃有餘,223410,1
頭疼,223410,1
方向性,223410,1
激昂,223410,1
無懈可擊,223410,1
磅礡,223410,1
短程,223410,1
定電壓,223410,1
熱點,223410,1
分隔線,687890,1
中道,687890,1
推介,687890,1
拘束,687890,1
降噪真,687890,1
右耳機,687890,1
收音咪,687890,1
商務型,687890,1
阻抗,687890,1
盛譽,687890,1
納基姆奇,687890,1
林小旭,687890,1
束縳,687890,1
無語論比,687890,1
備貼合式,687890,1
防雨水,687890,1
精燃,687890,1
情報站,687890,1
噪音源,687890,1
超輕易,687890,1
充速,687890,1
正画,687890,1
降宮,687890,1
告價,687890,1
深握,687890,1
貝福多,120281,1
糟糕,120281,1
填充劑,120281,1
重味,120281,1
小珍珠,120281,1
加放,120281,1
無塵,120281,1
食器,120281,1
熟知,120281,1
果籽,120281,1
吸食到,120281,1
水果籽,120281,1
杯膜,120281,1
軟戳,120281,1
無所不吸,120281,1
龍蛇,120281,1
脆裂,120281,1
射出機,120281,1
一站式,120281,1
姊妹廠,120281,1
生產完,120281,1
掉粉,120281,1
簡省,120281,1
白煙無臭,120281,1
黑煙,120281,1
大言不慚,120281,1
毒食器,120281,1
超高音波,120281,1
高溫箱,120281,1
下圭,120281,1
柔山,120281,1
聖豐,120281,1
針刀片,120281,1
戳模器,120281,1
甜點粉,120281,1
排定,120281,1
果茶,120281,1
戳膜器,120281,1
白沙,120281,1
理髮廳,9652,1
理髮店,9652,1
理髮,9652,1
文青宅,9652,1
特色店,9652,1
男仕,9652,1
專門店,9652,1
高原,9652,1
北區,9652,1
品飲,9652,1
平日,9652,1
平臺,9652,1
胸膛,9652,1
良知,9652,1
品酒宅,9652,1
設計宅,9652,1
宅青,9652,1
酒宅,9652,1
酒具,9652,1
高磅,9652,1
防縮,9652,1
防變形,9652,1
不退,9652,1
包桶,9652,1
父刻,9652,1
漢口街,9652,1
酷貓,9652,1
延吉街,9652,1
貓王頭,9652,1
和平街,9652,1
墨丘利,9652,1
暗黑系,9652,1
正發路,9652,1
名店,9652,1
錦中街,9652,1
暴走族,9652,1
向上路,9652,1
油頭類,9652,1
肆海,9652,1
安北路,9652,1
復古風,9652,1
豪邁感,9652,1
廈門街,9652,1
潮店,9652,1
章顯,9652,1
第衣,9652,1
拎杯罩,9652,1
審標,9652,1
選桶,9652,1
史瓦帝尼,316894,1
史國,316894,1
友邦,316894,1
阿中,316894,1
福祉,316894,1
趨緩,316894,1
史瓦帝尼布,316894,1
阿中部長,316894,1
疫情期,316894,1
公私合作,316894,1
亮史瓦帝尼,316894,1
溽夏,316894,1
產婦,316894,1
倡議家,316894,1
林薇,316894,1
發揮地,316894,1
擴廠,316894,1
在地好,316894,1
透臭,316894,1
函用,316894,1
民容戶,316894,1
行錢,316894,1
方員,316894,1
行企,316894,1
推優,316894,1
行列,316894,1
供不應求,316894,1
製造所,316894,1
臺東縣,158400,1
暑假,158400,1
學堂,158400,1
目睹兒,158400,1
達魯瑪克,158400,1
概算表,158400,1
抵扣,158400,1
遊蕩,158400,1
深切,158400,1
愛好好,158400,1
龍田,158400,1
多舛,158400,1
丟回,158400,1
糊口,158400,1
一代代,158400,1
接上線,158400,1
成因,158400,1
鋌而走險,158400,1
攀樹,158400,1
府民,158400,1
自字,158400,1
所得稅額,158400,1
證明會,158400,1
去年度,158400,1
明列,158400,1
承建,158400,1
白棉花,158400,1
希冀,158400,1
重病,158400,1
入獄,158400,1
逸出,158400,1
評判,158400,1
看重,158400,1
台東市,158400,1
稅額,158400,1
想盡,158400,1
陪讀班,27000,1
小真,27000,1
方舟,27000,1
品格營,27000,1
全人,27000,1
事工,27000,1
弟弟,27000,1
三星區,27000,1
新北鶯,27000,1
歌區,27000,1
淺能,27000,1
探視,27000,1
接回去,27000,1
兄長,27000,1
頂樑柱,27000,1
送與,27000,1
黃慧君,27000,1
櫃姐,27000,1
不辭勞苦,27000,1
四十二,27000,1
涉足,27000,1
師資費,27000,1
酗酒,27000,1
同居,27000,1
休學,27000,1
尖石,27000,1
弱勢兒,27000,1
放學,27000,1
撫養,27000,1
自力更生,27000,1
深造,27000,1
踏遍,27000,1
平時,27000,1
改名為,27000,1
奧德賽,3246040,1
鋼帶,3246040,1
錶師,3246040,1
日曆錶,3246040,1
陀飛輪,3246040,1
奧德,3246040,1
賽錶,3246040,1
錶主,3246040,1
道芬,3246040,1
亞洲區,3246040,1
金錶殼,3246040,1
上鍊,3246040,1
白三色,3246040,1
日內瓦紋,3246040,1
道芬針,3246040,1
針扣,3246040,1
萄牙,3246040,1
黑錶盤,3246040,1
白錶盤,3246040,1
點鐘,3246040,1
越洋,3246040,1
窺見,3246040,1
親民,3246040,1
具有,3246040,1
入門錶,3246040,1
錶價,3246040,1
收藏錶,3246040,1
全球線,3246040,1
單排隊,3246040,1
趴睡枕,67080,1
寶藍,67080,1
種場,67080,1
奇效,67080,1
玩積木,67080,1
勞固,67080,1
烙枕,67080,1
臂枕,67080,1
甜入心,67080,1
麻痛,67080,1
上臂,67080,1
萊卡市,67080,1
抱睡,67080,1
不手,67080,1
公圣,67080,1
条息心,67080,1
蒂芳妮藍,67080,1
睡枕,67080,1
久睡,67080,1
親密感,67080,1
記憶枕,67080,1
掛放,67080,1
輕推,67080,1
隔開,67080,1
萊卡布,67080,1
難耐,67080,1
拉上,67080,1
朝上,67080,1
卡住,67080,1
狼狽,67080,1
推開,67080,1
家門,67080,1
捨不得,67080,1
感覺到,67080,1
烤箱門,62910,1
烤吐司,62910,1
烤盤用,62910,1
石窯,62910,1
碳素,62910,1
外焦,62910,1
內腔,62910,1
箱門,62910,1
香酥,62910,1
烤焦,62910,1
肉類,62910,1
麵包店,62910,1
烤出來,62910,1
預熱好,62910,1
焦脆,62910,1
山田昌治,62910,1
回烤,62910,1
敲傷,62910,1
吐司佐,62910,1
集屑盤,62910,1
貝類,62910,1
屑盤,62910,1
烤好,62910,1
流淚,62910,1
屑屑,62910,1
長波,62910,1
酥脆,62910,1
燒烤,62910,1
遲到,62910,1
海端鄉,37250,1
蜂蠟布,37250,1
海端,37250,1
藤編環,37250,1
紅藜,37250,1
作坊,37250,1
遠鄉,37250,1
布農族,37250,1
爭先恐後,37250,1
課業,37250,1
